,Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude,Longitude
96,The Chevrons,"48 Boon Lay Way, S(609961)",\$1.00/hr from 7am to 4.59pm from Mon to Thurs,"\$2.00/entry from 5pm to 6.59am the following day from Mon to Thurs, \$3.00/entry from 5pm to 6.59am the following day on Fri","\$1.00/hr from 7am to 4.59pm, \$3.00/entry from 5pm to 6.59am the following day",\$2.00/entry from 7am to 6.59am the following day,1.3309643,103.7486882
97,Great World City,"1 Kim Seng Promenade, S(237994)",\$1.66/hr from 6.01am to 5pm,\$3.53/entry from 5.01pm to 6am the following day,\$1.77/hr up to a maximum cap of \$6.00/entry from 6.01am to 6am the following day,\$1.77/hr up to a maximum cap of \$6.00/entry from 6.01am to 6am the following day,1.2936326,103.8319665
98,Greenridge Shopping Centre,"524A Jelapang Road, S(671524)","\$0.60/30min from 7am to 12pm, free parking from 12pm to 2pm, \$0.60/30min from 2pm to 5pm","\$1.00/entry from 5pm to 12midnight, \$2.00/entry from 12midnight to 7am the following day",Charges same as weekdays,\$1.00/entry from 7am to 7am the following day,1.3853183999999998,103.7662365
99,Guthrie House,"1 Fifth Avenue, S(268802)","\$0.02/min from 8am to 12pm \$0.02/min from 2pm to 6pm for the 1st 30min, \$0.05/min thereafter. \$0.08/min from 12pm to 2pm",\$0.06/min up to a maximum charge of \$3.60 from 6pm to 8am the following day,"\$0.04/min for 1st 30min, \$0.02/min for next subsequent min",\$2.00/entry from 8am to 8am the following day,1.3309189,103.7957304
100,HarbourFront Centre,"1 Maritime Square, S(099253)","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm","\$2.60/entry from 6pm to 1am the following day, \$2.04/hour from 1am to 7am the following day",Charges Same as Weekdays,Charges Same as Weekdays,1.2641701,103.8202645
101,HDB Hub (Toa Payoh),"480 Toa Payoh Lorong 6, S(310480)",HDB / URA parking rates from 7am to 6pm,"\$1.50/entry from 6pm to 10.30pm, \$5.00/entry from 10.30pm to 7am the following day",Charges same as weekdays,"\$1.50/entry from 7am to 10.30pm, \$5.00/entry from 10.30pm to 7am the following day",1.3325138,103.8485343
102,High Street Centre,"1 North Bridge Road, S(179094)",\$3.21/hr from 7am to 5pm,\$3.21/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.21/entry from 7am to 7am the following day,1.2900089,103.8494332
103,Hilton Hotel,"581 Orchard Road, S(238883)","\$7.00 for 1st hr, \$3.50 for next subsequent 30min from 7am to 6pm",\$7.00/entry from 6pm to 7am the following day,Charges same as weekdays,\$7.00/entry from 7am to 7am the following day,1.3053947,103.8294932
104,Hitachi Tower / Caltex House,"16 Collyer Quay, S(049318)",\$3.00/30min from 7.30am to 6.29pm,\$3.50/entry from 6.30pm to 7.29am the following day,"\$2.75/30min from 7.30am to 12.59pm, 3.30/entry from 1pm to 7.29am the following day",\$3.50/entry from 7.30am to 7.29am the following day,1.2842186000000002,103.852603
105,Lumiere,"2 Mistri Road, S(079624)",\$2.50/hr from 12 midnight to 6pm,\$3.00/entry from 6pm to 12midnight,"Charges same as weekdays, but \$3.00/entry after 1pm",\$3.00/entry,1.2743316,103.8460969
106,Holiday Inn Hotel - Parkview,"11 Cavenagh Road, S(229616)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 5pm","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3023481000000001,103.8410008
107,Holland Road Shopping Centre,"211 Holland Avenue, S(278967)",\$2.20/30min from 12midnight to 8.59pm from Mon-Thurs,\$4.80/entry from 9pm to 12midnight the following day from Mon-Thurs,"\$2.20/30min from 12midnight to 9pm, \$5.80/entry from 9pm to 12midnight the following day from Friday to Sunday","\$2.20/30min from 12midnight to 9pm, \$5.80/entry from 9pm to 12midnight the following day from Friday to Sunday",1.3103846,103.7953786
108,Hong Leong Building,"16 Raffles Quay, S(048581)",\$3.00/30min from 7am to 5.59pm,\$2.00/hr from 6pm to 6.59am the following day,"\$3.00/30min from 7am to 12.59pm, \$2.00/hr from 1pm to 6.59am the following day",\$2.00/hr from 7am to 6.59am the following day,1.2814095,103.8510185
109,Hotel Asia,"37 Scotts Road, S(228229)",Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,1.311453,103.835928
110,Singapore Art Museum,"71 Bras Basah Road, S(189555)",Limited Free Parking Lots,Limited Free Parking Lots,Not for public,Not for public,1.2974135,103.8510244
111,Singapore Tourism Board (STB),"1 Orchard Spring Lane, S(247729)","\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 8.30am to 6pm",Car Park closed after 6pm,Closed,Closed,1.3038034,103.8240486
112,Hotel Rendezvous,"9 Bras Basah Road, S(189559)",\$3.70/hr from 7am to 5pm,\$3.70/hr from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2985243999999998,103.8492987
113,Hotel Royal Queens,"12 Queen Street, S(188553)",\$1.28/30min from 8am to 6pm,\$3.21/entry 6pm to 8am the following day,Charges same as weekdays,\$3.21/entry from 8am to 8am the following day,1.297675,103.85216
114,Hotel Windsor,"401 Macpherson Road, S(368125)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.3317581,103.8794831
115,Hougang Mall,"90 Hougang Avenue 10, S(538766)","\$1.20 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight","\$1.20 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight","\$1.30 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight","\$1.30 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight",1.3724306999999998,103.8937797
116,Hougang 1,"1 Hougang Street 91, S(538692)","\$1.34 for 1st hr, \$0.81 for next subsequent 30min from 7am to 5pm","\$1.34 for 1st hr, \$0.81 for next subsequent 30min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3759108999999998,103.87933
117,ICA Building,"10 Kallang Road, S(208718)",\$0.80/30min from 8am the 5pm,"\$0.60/30min from 5pm to 7am the following day, Parking charges capped at \$5.00 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.60/30min from 7am to 10.30pm the following day, Parking charges capped at \$5.00 from 10.30pm to 7am the following day",1.306686,103.862452
118,IKEA Alexandra,"317 Alexandra Road, S(159965)",\$1.50/30min from 8am to 5pm,\$1.50/30min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,1.288155,103.805666
119,IMM Building,"2 Jurong East Street 21, S(609601)","1st 2hr free \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","1st 2hr free, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","\$1.07 for 1st 2hr, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","\$1.07 for 1st 2hr, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min",1.3351706,103.746408
120,Institute Of Mental Health (IMH),"10 Buangkok View, S(539747)",Free Parking,Free Parking,Free Parking,Free Parking,1.3821973,103.8847294
121,Inter-continental Singapore Hotel,"80 Middle Road,S(88966)","\$1.60 for 1st hr, \$0.40 for next subsequent 10min from 8am to 5pm, \$2.50/entry from 5pm to 8am the following day from Mon to Thurs","\$1.60 for 1st hr, \$0.40 for next subsequent 10min from 8am to 5pm, \$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 5pm to 8am the following day on Fri","\$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 8am to 8am the following day","\$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 8am to 8am the following day",1.2994296,103.8556695
122,International Building,"360 Orchard Road, S(238869)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.3061673,103.8310102
123,Grand Copthorne Waterfront Hotel,"392 Havelock Road, S(169663)","\$3.75 for 1st hr, \$2.14 for next subsequent hr from 7am to 5pm",\$4.28/entry from 5pm to 7am the following day,Charges same as weekdays,\$4.28/entry from 7am to 7am the following day,1.2903334,103.8352006
124,Chijmes (Valet Parking),"30 Victoria Street, S(187996)",Not Applicable,"\$4.00/entry for Valet charge, Additional \$4.00/hr for carpark charges applies from 6.00pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,1.2953653,103.852459
125,Chinatown Point,"133 New Bridge Road, S(059413)",\$1.20/30min from 7.01am to 5pm,\$2.50/entry from 5.01pm to 7am the following day,Charges same as weekdays,\$2.50/entry from 7.01am to 7am the following day,1.2853620000000001,103.84502109999998
126,Cineleisure Orchard,"8 Grange Road, S(239695)","\$2.40 for 1st hr, \$1.40 for next subsequent 30min from 7am to 5.59pm","\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 6pm to 6.59am the following day","\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 7am to 7.59am the following day","\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 8am to 7.59am the following day",1.3015317,103.8364047
127,City Bayview Hotel,"30 Bencoolen Street, S(189621)","\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 7am to 5pm","\$3.00/entry from 5pm to 11pm, \$4.00/entry from 11pm to 7am the following day",Charges same as weekdays,"\$3.00/entry from 7am to 11pm, \$4.00/entry from 11pm to 7am the following day",1.2985316999999998,103.8503005
128,Clarke Quay,"3 River Valley Road, S(179019)","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 7am to 12.29pm","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 1.30pm to 6.59am the following dayto a maximum of \$6.42 from 1.30pm to 6.59am the following day","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 7am to 6.59am the following day",\$2.68/entry from 7am to 6.59am the following day,1.2902865,103.844957
129,Clifford Centre,"24 Raffles Place, S(048621)",\$5.00/hr from 7am to 5pm \$2.50/30mins,\$3.00/entry from 5pm to 11pm,Charges same as weekdays,Charges same as weekdays,1.2837597,103.8523004
130,Compass One,"1 Sengkang Square, S(545078)","\$1.40 for 1st 1hr, \$0.70 for next subsequent 30min from 7am to 11pm","\$1.40 for 1st 1hr, \$0.70 for next subsequent 30min from 7am to 11pm",Charges same as weekdays,Charges same as weekdays,1.3922141,103.8951203
131,Concorde Shopping Centre,"317 Outram Road, S(169075)",\$1.93/hr from 7am to 5pm,\$3.85/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.85/entry from 7am to 7am the following day,1.2889661000000001,103.8341897
132,Conrad Centennial Singapore (Basement Car Park),"2 Temasek Boulevard, S(038982)","\$3.30 for 1st hr, \$1.10 for next subsequent 30min from 7am to 6pm",\$2.20/entry from 6pm to 7am the following day,"\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day",1.2935074,103.8587987
133,Copthorne King's Hotel,"403 Havelock Road, S(169632)","\$4.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 12midnight","\$4.00 for 1st hr, \$2.00 for next subsequent 30min from 12midnight to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.2882649,103.8366582
134,Copthorne Orchid Hotel,"214 Dunearn Road, S(299526)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.3241209999999999,103.824148
135,CPF Building Robinson Road,"79 Robinson Road, S(068897)","\$1.50/30min for the 1st 2hr, \$2.00/30min thereafter from 6am to 6pm","Car Park closed after 5pm, vehicle remaining from 5pm onward will be charged an additional flat rate of \$5.00",Closed,Closed,1.277478,103.8481197
136,CPF Tampines Building Car Park,"1 Tampines Central 5, S(529508)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.3531219,103.9436755
137,Grand Park Orchard,"270 Orchard Road, S(238857)","\$3.50 for 1st hr, \$1.50/subsequent 30min from 8am to 5pm daily including Public Holidays",\$5.00/entry from 5pm to 8am the following day daily including Public Holidays,Same Charges as Weekdays,Same Charges as Weekdays,1.3032438999999998,103.8362719
138,OUE Downtown 1,"6 Shenton Way, S(068809)",*,*,*,*,1.2767434,103.8482644
139,OUE Downtown 2,"6 Shenton Way, S(068809)",\$2.57/30min from 8am to 6pm,\$2.57/entry from 6pm to 11pm,"\$2.57/30min or part thereof from 6am to 1pm, \$2.57/entry from 1pm to 11pm",\$2.57/entry from 6am to 11pm,1.2767434,103.8482644
140,Delfi Orchard,"402 Orchard Road, S(238876)","\$3.64 for 1st hr, \$2.35 for next subsequent 30min from 8am to 6pm",\$5.35/entry from 6pm to 11pm,Charges same as weekdays,\$5.35/entry from 8am to 11pm,1.3071536,103.8286012
141,Parkway East Hospital,"321 Joo Chiat Place, S(427990)","\$2.80 for 1st hr, \$1.40 for next subsequent 30min from 8am to 5pm","\$2.80 for 1st hr, \$1.40 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.3151883999999998,103.9090274
142,Eastgate ,"46 East Coast Road, S(428766)","\$1.20 for 1st hr, \$1.00 for next subsequent 30min from 8am to 6pm",\$2.50/entry from 6pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,1.3043754,103.9033514
143,Eastpoint Mall,"3 Simei Street 6, S(528833)","\$1.20 for 1st hr, \$0.30 for next subsequent 15min from 7am to 5pm","\$1.20 for 1st hr, \$0.30 for next subsequent 15min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3427285,103.9530112
144,Elias Mall,"625 Elias Road, S(510625)",\$0.60/30min from 8am to 5pm,\$1.10/entry from 5pm to 8am the following day,Charges same as weekdays,\$1.10/entry from 8am to 8am the following day,1.3785415,103.9419543
145,Elizabeth Hotel,"24 Mount Elizabeth, S(228518)","\$4.00 for 1st hr, \$2,00 for next subsequent 30min from 7am to 6pm",\$5.00/entry from 6pm to 7am the following day,Charges same as weekdays,\$5.00/entry from 7am to 7am the following day,1.307903,103.83551
146,Eminent Plaza,"195 Lavender Street, S(338758)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.3132513000000001,103.8602435
147,Eng Cheong Tower,"5611 North Bridge Road, S(198782)",Season Parking Only,Season Parking Only,Season Parking Only,Season Parking Only,1.3061798999999998,103.863981
148,Environment Building,"40 Scotts Road, S(228231)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.3105921,103.8362663
149,Esplanade Mall,"8 Raffles Avenue, S(039802)",\$2.20/hr from 6am to 6pm everyday inclusive of Public Holidays,"\$6.50/entry from 6pm to 10pm, \$2.20/entry from 10pm to 6am the following day everyday inclusive of Public Holidays",Charges same as Weekdays,Charges same as Weekdays,1.2897273999999999,103.8562673
150,Euro-Asia Centre,"15 Hoe Chiang Road, S(089316)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 8am to 5pm",\$2.00/entry from 5pm to 8am the following day,\$2.00/entry from 8am to 1pm only,\$2.00/entry from 8am to 1pm only,1.2738038999999999,103.8421553
151,Far East Plaza,"14 Scotts Road, S(228213)",\$1.07/30min from 8am to 5pm,\$3.53/entry from 5pm to 8am the following day,Charges same as weekdays,\$3.53/entry from 8am to 8am the following day,1.3071502000000002,103.8337132
152,Far East Shopping Centre,"545 Orchard Road, S(238882)","\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 8am to 6pm","\$3.50/entry from 6pm to 12midnight, \$5.00/entry from 12midnight to 8am the following day",Charges same as weekdays,"\$4.50/entry from 8am to 12midnight, \$5.00/entry from 12midnight to 8am the following day",1.3055172,103.8299217
153,Far East Square,"42 Pekin Street, S(048772)",\$2.14/30min from 6am to 4.59pm,\$3.21/entry from 5pm to 5.59am the following day,\$3.21/entry from 6am to 6am the following day,\$3.21/entry from 6am to 6am the following day,1.2831469,103.8488132
154,Far Eastern Bank Building,"156 Cecil Street, S(069544)",\$2.50/30min from 7am to 6pm,\$3.20/entry from 6.30pm to 7am,"\$2.50/30min from 7am to 1pm, \$3.20/entry from 1pm to 7am",Closed,1.2799539,103.8481934
155,First Commercial Bank,"76 Shenton Way, S(079119)","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 8am to 5pm","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 5pm to 8am the following day","Charges same as weekdays, Car Park closes at 2pm",Closed,1.273423,103.8455344
156,Fortune Centre,"190 Middle Road, S(188979)",\$3.22/hr from 7am to 5pm,\$3.21/entry from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.300376,103.852234
157,Forum The Shopping Mall,"583 Orchard Road, S(238884)","\$2.40 for 1st hr, \$1.20 for subsequent 30min from 6am to 5pm",\$3.20/entry from 5pm to 6am the following day,"\$2.60 for 1st hr, \$1.40 for subsequent 30min from 6am to 5pm, \$3.20/entry from 5pm to 6am the following day",\$3.20/entry from 6am to 6am the following day,1.3060889,103.8286962
158,Four Seasons Hotel,"190 Orchard Boulevard, S(248646)","\$6.00 for 1st hr, \$3.00 for next subsequent 30min from 6am to 6pm",\$6.00/entry from 6pm to 6am the following day,Charges same as weekdays,Charges same as weekdays,1.3052671999999998,103.8286683
159,Fu Lu Shou Complex,"149 Rochor Road, S(188425)",\$1.20/30min from 8am to 5pm,\$2.20/entry from 5pm to 11pm,Charges same as weekdays,Charges same as weekdays,1.3014678,103.8544724
160,Fuji Xerox Towers,"80 Anson Road, S(079907)",\$2.20/30min from 7am to 6pm,\$3.50/entry from 6pm to 11pm,\$3.50/entry from 7am to 11pm,\$3.50/entry from 7am to 11pm,1.2732056,103.843637
161,Funan DigitaLife Mall,"109 North Bridge Road, S(179097)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,1.2914065,103.8500426
162,Furama City Centre Singapore,"60 Eu Tong Sen Street, S(059804)",\$1.70/30min from 5.59am to 6pm,\$3.21/entry from 6pm to 5.59am the following day,Charges same as weekdays,\$3.21/entry from 5.59am to 6am the following day,1.286551,103.844618
163,Gateway @ 150 Beach Rd,"150 Beach Road, S(189720)",\$2.80/hr from 7am to 6pm,\$2.10/entry from 6pm to 7am the following day,"\$2.80/hr from 7am to 1pm, \$2.10/entry from 1pm to 7am the following day",\$2.10/entry from 7am to 7am the following day,1.2984391000000002,103.8588035
164,West Coast Plaza,"154 West Coast Road, S(127371)","\$1.34/hr, \$1.00 for subsequent 30min from 7am to 5pm","\$1.34/hr, \$1.00 for subsequent 30min from 5pm to 7am the following day","\$1.61/hr, \$1.00 for subsequent 30min from 7am to 7am the following day","\$1.61/hr, \$1.00 for subsequent 30min from 7am to 7am the following day",1.3038431,103.7662917
165,Gleneagles Hospital,"6A Napier Road, S(258500)","\$2.00 for the 1st 30min, \$0.80 for next subsequent 15min from 7am to 5pm","\$2.00 for the 1st 30min, \$0.80 for next subsequent 15min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3075821,103.8199264
166,Goldbell Towers,"47 Scotts Road, S(228233)","\$4.00 for 1st hr, \$2.00 for next subsequent 30min from 8am to 5pm",\$5.00/entry from 5pm to 8am the following day,"\$4.00 fro 1st hr, \$2.00 for next subsequent 30min from 8am to 1pm, \$5.00/entry from 1pm to 8am the following day",\$5.00/entry from 8am to 8am the following day,1.3122129999999999,103.83718
167,Landmark Village Hotel,"390 Victoria Street, S(188061)","\$1.90 for 1st hr, \$1.07 for next subsequent 30min from 8am to 5pm",\$2.14/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.14/entry from 8am to 8am the following day,1.3020357,103.857782
168,Golden Mile Complex,"5001 Beach Road, S(199588)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7.01am to 6pm",\$2.90/entry from 6.01pm to 7am the following day,Charges same as weekdays,\$2.90/entry from 7.01am to 7am the following day,1.3027906,103.8653773
169,Golden Shoe Complex,"50 Market Street, S(048940)",\$5.20/hr from 7am to 5pm,\$3.30/entry from 5pm to 7am the following day,"\$5.20/hr from 7am to 1pm, \$3.30/entry from 1pm to 7am the following day",\$3.30/entry from 7am to 7am the following day,1.284342,103.850119
170,Goldhill Plaza,"1 Goldhill Plaza, S(308899)","\$1.60 for 1st hr, \$1.00 for next subsequent 30min from 7am to 5.30pm",\$2.00/entry from 5.30pm to 12midnight the following day,"\$1.00/hr from 7am to 5.30pm, \$2.00/entry from 5.30pm to 7am the following day","\$1.00/hr from 7am to 5.30pm, \$2.00/entry from 5.30pm to 7am the following day",1.3181533,103.8428522
171,Goodwood Park Hotel,"22 Scotts Road, S(228221)","\$5.35 for 1st hr, \$2.50 for next subsequent 30min from 8am to 6pm",\$5.35/entry from 6pm to 8am the following day,Charges same as weekdays,\$6.42/entry from 8am to 7.59am the following day,1.3087182,103.83444140000002
172,Bright Vision Hospital,"5 Lorong Napiri, S(547530)",Free Parking,Free Parking,Free Parking,Free Parking,1.3715565,103.8777937
173,Bukit Panjang Plaza,"1 Jelebu Road, S(677743)","\$1.28 for 1st hr, \$0.43 for next subsequent 15min or part thereof from 12midnight to 5.59pm",\$2.57/entry from 6pm to 11.59pm,"\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min or part thereof from 12midnight to 6pm, \$2.57/entry from 6pm to 11.59pm","\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min or part thereof from 12midnight to 6pm, \$2.57/entry from 6pm to 11.59pm",1.3800277,103.7643646
174,Bukit Timah Plaza (Multi-Storey Car Park),"1 Jalan Anak Bukit, S(588996)",\$1.40/hr from 7.30am to 5pm,\$2.40/entry from 5.01pm to 7.30am the following day,Charges same as weekdays,"\$2.40 for the 1st 3hr, \$1,40 for the next subsequent hr from 7.30am to 7.30am the following day",1.3386026000000002,103.7785976
175,Bukit Timah Shopping Centre,"170 Upper Bukit Timah Road, S(588179)",\$1.50/hr from 7am to 7pm,\$2.80/entry from 7pm to 7am the following day,Charges same as weekdays,\$3.00/entry from 7am to 7am the following day,1.3431856000000002,103.7761252
176,Burlington Square,"175 Bencoolen Street, S(189649)",\$0.04/min from 7am to 4.49pm,\$2.20/entry from 5pm to 6.59am the following day,"\$3.20 for 1st 3hrs, \$1.80 for next subsequent 30min from 7am to 4.59pm, \$2.20/entry from 5pm to 6.59am the following day","\$3.20 for 1st 3hrs, \$1.80 for next subsequent 30min from 7am to 4.59pm, \$2.20/entry from 5pm to 6.59am the following day",1.3021864,103.8526703
177,Cairnhill Art Centre,"126 Cairnhill Road, S(229707)",HDB parking rates from 8am to 6pm,"Free parking at night, Sunday and PH",Charges same as weekdays,Free Parking,1.3079889999999998,103.837527
178,Cairnhill Place,"15 Cairnhill Road, S(229650)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.303694,103.836831
179,Capital Square,"23 Church Street, S(049481)",\$2.40/30min from 8am to 6pm,\$3.20/entry from 6pm to 8am,\$3.20/entry from 8am to 8am the following day,\$3.20/entry from 8am to 8am the following day,1.2839173000000002,103.848842
180,Capital Tower,"168 Robinson Road, S(068912)",\$2.80/30min from 7am to 5.59pm,\$3.70/entry from 6pm to 6.59am the following day,"\$2.80/30min from 7am to 12.59pm, \$3.70/entry from 1pm to 6.59am the following day",\$3.70/entry from 7am to 6.59am the following day,1.2777366,103.8476215
181,Capitol Centre,"141 North Bridge Road, S(179099)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.292875,103.851386
182,CapitaCommercial Trust (CCT),"39 Robinson Road, S(068911)",\$2.05/30min from 8am to 5pm,\$3.10/entry from 5pm to 8am the following day,"Charges same as weekdays, \$3.10/entry after 1pm",\$3.10/entry,1.2796201,103.8494984
183,Carlton Hotel,"76 Bras Basah Road, S(189558)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 6pm",\$6.00/entry from 6pm to 7am the following day on Mon to Sat and eve of PH,Charges same as weekdays,Charges same as weekdays,1.2961790000000002,103.8526175
184,Causeway Point,"1 Woodlands Square, S(738099)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 7am to 7am the following day","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 7am to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.436078,103.7860612
185,Central Mall,"1 & 3 Magazine Road, S(059567)","\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 7am to 5pm",\$3.60/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.60/entry from 7am to 7am the following day,1.2924739,103.8565218
186,The Centrepoint,"176 Orchard Road, S(238843)","\$1.50 for 1st hr, \$1.00 for next subsequent 30min from 7am to 5pm","\$1.50 for 1st hr, \$1.00 for next subsequent hr from 5pm to 7am the following day",Charges same as weekdays,"\$1.50 for 1st hr, \$1.00 for next subsequent hr from 7am to 7am the following day",1.3019593999999999,103.8398305
187,Orchard Building,"1 Grange Road, S(239693)","\$2.20 for 1st hr, \$1.20 for next subsequent 30min from 6.30am to 6pm",\$4.00/entry from 6pm to 1am the following day,Charges same as weekdays,"\$3.60 for 1st 3hr, \$1.20 for next subsequent 30min, \$4.00/entry from 6pm to 1am the following day",1.3013914,103.837259
188,Century Square,"2 Tampines Central 5, S(529509)","\$1.07 for 1st hr, \$0.32 for next subsequent 15min from 3.01am to 6pm",\$2.14/entry from 6.01pm to 3am the following day,"\$0.32/15min from 3.01am to 6pm, \$2.14/entry from 6.01pm to 3am the following day","\$0.32/15min from 3.01am to 6pm, \$2.14/entry from 6.01pm to 3am the following day",1.3523388,103.9438775
189,Changi Airport Terminal 1,"1 Airport Boulevard, S(819642)",\$0.04/min from 12midnight to 12midnight the following day,\$0.04/min from 12midnight to 12midnight the following day,Charges same as weekdays,Charges same as weekdays,1.3422816,103.9823566
190,Changi Hospital (CGH),"2 Simei Street 3, S(529889)","\$1.28 for 1st hr, \$0.03/min for next subsequent min from 7am to 5pm","\$1.28 for 1st hr, \$0.03/min for next subsequent min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3406241,103.9494707
191,Changi Village Hotel,"1 Netheravon Road, S(508502)","\$4.00 for 1st hr, \$3,00 for next subsequent hr from 6am to 5pm",\$6.50/entry from 6pm to 5am the following day,"\$4.00 for 1st hr, \$3.00 for next subsequent hr from 6am to 6am the following day","\$4.00 for 1st hr, \$3.00 for next subsequent hr from 6am to 6am the following day",1.3904624,103.9859909
192,Chijmes (Basement Car Park),"30 Victoria Street, S(187996)","\$0.25/15min from 8am to 10.59am, \$0.55/15min from 11am to 5.59pm",\$2.20/hr from 6.00pm to 7.59am the following day,"\$2.20 for 1st 2hr, \$0.40 for next subsequent 15min from 8am to 5.59pm, 2.20/hr from 6pm to 7.59am the following day","\$2.20 for 1st 2hr, \$0.40 for next subsequent 15min from 8am to 5.59pm, 2.20/hr from 6pm to 7.59am the following day",1.2953653,103.852459
193,Bras Basah Complex,"231 Bain Street, S(180231)","\$1.20/30min from 7am the 10am, \$1.40/30min from 10am to 10.30pm",\$0.60/30m from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2971515,103.8536166
194,28 Maxwell Rd,"28 Maxwell Road, S(069120)","\$2.60 for 1st hr, \$0.55 for next subsequent 15min from 7am to 4.59pm",\$3.60/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.60/entry from 7am to 7am the following day,1.2782482,103.845625
195,The Bencoolen,"180 Bencoolen Street, S(189646)",\$1.20/30min from 6am to 5pm,"\$1.20/30min from 5pm to 11pm, \$3.00/entry from 11pm to 6am the following day",Charges same as weekdays,"\$1.20/hr from 6am to 11pm, \$3.00/entry from 11pm to 6am the following day",1.3017647,103.8531752
196,Beach Centre,"15 Beach Road, S(189677)","\$1.50 for 1st 30min, \$1.20 for next subsequent 30min from 8am to 5pm",\$3.00/entry from 5pm to 8am,Charges same as weekdays,\$3.50/entry from 8am to 8am the following day,1.2958683000000002,103.8555349
